,label,counts
14095,名分,31
7957,岁月,31
643,背叛,31
2057,傅友德,31
37186,王家屏,31
34949,宋应昌,31
4886,被俘,31
2100,深厚,31
2657,才子,31
357,饿死,31
22525,哲学,31
783,折磨,31
7264,养老,31
3781,无计可施,30
3387,我军,30
21830,唐伯虎,30
2666,训斥,30
8555,广西,30
10535,皇子,30
10296,现场,30
11005,辽王,30
7720,文件,30
1244,十余万,30
2682,奋斗,30
5765,慌张,30
15009,琢磨,30
17138,这笔,30
5788,一时之间,30
39868,顾大章,30
5099,中原,30
2337,靠近,30
4901,主人,30
5427,收复,30
1813,处死,30
2689,庞大,30
7042,口水,30
15277,贸易,30
9898,这辈子,30
2229,上前,30
431,亲人,30
586,压力,30
2269,十六年,30
24172,杨先生,30
1478,障碍,30
42146,王嘉胤,30
13709,必死无疑,30
2149,气愤,30
5390,走上,30
4622,一篇,30
23987,内阁大臣,30
13852,此书,30
1247,身后,30
2960,脖子,30
2913,发现自己,30
1558,不妙,30
1545,送行,30
6098,安慰,30
1450,突破,30
21182,还乡团,30
8921,充足,30
18287,太后,30
27067,张大,29
79,童年,29
5478,统领,29
18272,狡诈,29
15955,过得,29
863,摆在,29
32614,胡应嘉,29
6520,乡试,29
619,武装,29
22480,兄台,29
6478,荣誉,29
1832,派兵,29
1583,感受,29
6271,纪录,29
42882,熊文灿,29
66,列出,29
10194,告别,29
11086,表扬,29
145,邻居,29
25142,王司令,29
1771,古代,29
4688,勾结,29
914,下场,29
4896,气得,29
20611,老头子,29
1058,帮手,29
38857,王在晋,29
25126,文定,29
2618,一部分,29
1346,白天,29
4592,事迹,29
4878,几分,29
9849,做事,29
1262,夜里,29
1512,杀害,29
28602,俺答,29
2742,战局,29
2835,牢牢地,29
8639,荣耀,29
12157,到此为止,29
952,高明,29
1430,开国,29
10688,算盘,29
27845,聂豹,29
42379,陈奇瑜,29
1431,功臣,29
1304,误会,29
2424,大战,29
29600,王崇古,29
471,种地,29
2048,四大,29
6490,做官,29
12301,策划,29
6516,县长,29
2886,惊慌,29
6415,争议,29
2887,一阵,29
1073,便宜,29
38172,抚顺,29
3543,争论,29
2460,胆子,29
1868,不顾,29
465,吃饱,29
18414,先是,29
774,贵族,29
6690,四品,29
7522,商议,29
10562,老虎,29
12975,砖头,29
8347,县令,29
18387,官僚,29
3023,吹牛,29
11811,纳闷,29
6032,残忍,29
20911,片刻,29
5000,军官,29
871,风险,29
6238,上当,29
3952,鄱阳湖,29
2525,一万,29
11533,整人,29
597,见识,28
17866,平叛,28
35355,北城,28
153,喜悦,28
13759,辩论,28
583,保护,28
6239,山区,28
1415,不远,28
13112,包围圈,28
7965,丈夫,28
9629,自尽,28
2123,忠诚,28
5461,甘肃,28
2989,不禁,28
1323,名义,28
4217,出面,28
15069,功名,28
7539,野心,28
1856,身影,28
2104,瞧不起,28
3342,数万,28
5433,不朽,28
3402,起点,28
38324,杜松,28
850,讽刺,28
8803,仪式,28
4305,小兵,28
5973,六个,28
22295,弟子,28
14369,发达,28
8149,超出,28
401,愿望,28
39024,祖宽,28
27,讲述,28
17173,夸奖,28
9143,马刀,28
3498,缺点,28
15503,祖宗,28
5184,英勇,28
7283,医生,28
3599,不用说,28
23005,卷子,28
5108,整天,28
16744,部级,28
5836,一千,28
2858,软弱,28
3527,幸运,28
3203,人心,28
14317,投机,28
7663,提议,28
21017,夺门,28
692,工程,28
5147,达成,28
20658,发火,28
4596,公正,28
10399,有加,28
11676,聊天,28
2670,惊呆,28
3091,走向,28
3729,接近,28
3158,设计,28
8200,仆人,28
1700,南方,28
3465,进军,28
2605,地去,28
6783,这道,28
6077,他会,28
17307,赶紧,27
34537,王京,27
22402,怀恩,27
7134,幕后,27
492,坚强,27
5005,试探,27
25978,乔宇,27
13711,安庆,27
9066,前辈,27
4268,敏锐地,27
13631,自由,27
30345,四十八年,27
5306,处于,27
5141,谜团,27
5206,偶像,27
10383,四十年,27
3658,神机营,27
40829,杨所修,27
5215,阻止,27
919,牺牲,27
1631,头目,27
1527,城中,27
5142,解开,27
11219,感谢,27
5945,窝囊,27
9812,自幼,27
3879,文人,27
11050,集体,27
922,厚道,27
5995,极为重要,27
7118,之上,27
12102,之变,27
4026,权势,27
10479,告知,27
6717,规矩,27
8631,擅自,27
12985,当初,27
2265,绝不能,27
2267,最先,27
2901,预料,27
5472,大刀,27
630,毫无疑问,27
38492,明光宗,27
5535,向来,27
28727,登州,27
5542,独特,27
2389,精力,27
12713,诡异,27
2613,失守,27
5363,诞生,27
10833,效力,27
7707,赶回,27
35218,查大受,27
36024,赵志皋,27
10273,意图,27
2464,竟敢,27
28943,李春芳,27
1016,赏赐,27
4163,事先,27
3941,退却,27
2851,后代,27
2597,斩杀,27
2511,汉军,27
20014,孙镗,27
22716,滚蛋,27
1722,打工,27
2415,真理,27
9496,应付,27
12342,相关,27
1491,艰难,27
6765,出门,27
9002,天气,27
2368,材料,27
8677,掌印,27
1033,但他却,27
3665,临时,27
4384,火药,27
15876,大象,27
1564,欣赏,27
3124,直觉,27
2526,不堪一击,27
5414,通州,27
1537,县城,27
29255,抗倭,26
2598,不听话,26
32422,李太后,26
14679,培养,26
12527,心腹,26
12279,老狐狸,26
39680,黄宗羲,26
6664,考上,26
8579,街头,26
2580,奇才,26
7174,能量,26
9187,宫殿,26
7189,接任,26
3140,用心,26
7596,其他人,26
4034,邪恶,26
3743,还敢,26
3517,人多,26
4755,杭州,26
32494,和稀泥,26
680,异常,26
6703,那句,26
13553,压根,26
6586,报国,26
7221,气氛,26
32936,京察,26
37950,三党,26
7554,外交,26
24588,不靠,26
8385,大理寺,26
2129,四书五经,26
12383,防御,26
4953,你死我活,26
9297,动摇,26
517,仓库,26
4130,猛攻,26
1103,大吃一惊,26
38562,清宫,26
5077,列举,26
17864,响亮,26
14730,七个,26
31267,1593,26
3908,期望,26
4140,张定边,26
12942,四周,26
16817,叹息,26
7017,考核,26
627,屈服,26
2254,眼里,26
27169,三法司,26
3355,营帐,26
2825,钥匙,26
2173,请示,26
3881,一仗,26
14190,胡扯,26
13634,机灵,26
7900,女子,26
2118,对准,26
11038,公认,26
3403,终将,26
3281,价值,26
38311,沈阳,26
2915,盔甲,26
3309,并非如此,26
909,沉重,26
3892,行军,26
20506,李实,26
16860,检讨,26
14623,辉煌,26
4216,危急,26
2392,决策,26
620,最能,26
2612,决断,26
1659,因素,26
568,名副其实,26
34545,朝军,26
22078,纪姑娘,26
3728,地向,26
760,毁灭,26
2090,上岸,26
1013,财物,26
3426,符合,26
1964,压制,26
6102,几万,25
22309,万安,25
8571,这回,25
10446,可靠,25
14295,考中,25
650,鄙视,25
11930,阎王,25
22030,鬼才,25
18642,王直,25
24531,游击,25
29985,王翠翘,25
10454,行李,25
10083,换来,25
411,起码,25
10002,机关,25
6047,地狱,25
814,迹象,25
3782,守城,25
2292,大意,25
6214,必胜,25
3678,赶来,25
14316,批评,25
14194,出山,25
13644,社稷,25
420,惊喜,25
4640,商人,25
365,高级官员,25
14809,汇报,25
2579,学问,25
12015,去向,25
9911,匪夷所思,25
400,悲惨,25
4304,打倒,25
9788,身为,25
1465,那场,25
16580,斗殴,25
5177,劝说,25
1401,从容,25
177,祖父,25
5182,刑场,25
3142,我国,25
5859,寻常,25
17242,三十年,25
9562,终结,25
1766,之道,25
8251,打探,25
4058,巡视,25
25170,司令员,25
1056,不详,25
3263,系统,25
10908,地走了,25
6285,开打,25
31230,李如柏,25
10605,世间,25
823,天生,25
1331,劝降,25
9012,边境,25
23916,免职,25
248,收钱,25
7376,延续,25
7225,严肃,25
905,过日子,25
5266,口号,25
25073,心学,25
6856,玩笑,25
12208,疑惑,25
12115,务必,25
10548,青年,25
1518,暴力,25
1065,升任,25
4028,武力,25
10689,防备,25
2453,采用,25
12329,痛斥,25
2548,本事,25
1384,滁州,25
1412,帝王,25
2009,调集,25
11290,道衍,25
7014,各部,25
1006,同乡,25
2420,动员,25
1711,苏州,25
2793,必定会,25
3099,大乱,25
12496,四散,25
12997,更何况,25
10779,人事,25
1502,兵权,25
9442,打了个,25
2724,谋略,25
2633,特长,24
4518,缺乏,24
6837,太大,24
2376,杀戮,24
37645,朱赓,24
2166,充分说明,24
2156,死党,24
1653,目的地,24
1181,家乡,24
76,一部,24
164,一员,24
16891,太子党,24
4009,赢得,24
25080,当政,24
5369,磕头,24
6499,小孩,24
11828,下定决心,24
781,只会,24
1020,渐渐,24
2589,眼见,24
7255,打发,24
11944,事已至此,24
6075,继续前进,24
12380,安置,24
6514,知识分子,24
9914,坐牢,24
25288,背黑锅,24
16935,边关,24
772,一头,24
15981,失里,24
2211,语气,24
7352,语言,24
5632,兵书,24
4645,某种,24
3759,长矛,24
11692,送礼,24
39992,周顺昌,24
16460,保卫战,24
2396,天下人,24
2372,武艺,24
397,如果说,24
2832,适合,24
7589,办公,24
3724,吃亏,24
1313,一回,24
8823,人类,24
19103,右侍郎,24
5220,文明,24
7098,堂上,24
36141,辽阳,24
8136,说了算,24
581,侮辱,24
14431,惹事,24
10687,旅游,24
4791,打垮,24
658,财富,24
5226,顺眼,24
4473,全歼,24
13181,死人,24
1935,怒火,24
2432,要命,24
20763,轿子,24
26379,张璁先生,24
10173,相比而言,24
11499,助手,24
9845,经验丰富,24
8289,管事,24
10162,苦读,24
1623,打动,24
15525,想来想去,24
2080,黑手,24
10134,执政,24
3885,吸引,24
10051,严密,24
5135,海上,24
3500,统计,24
341,清廉,24
14382,时局,24
7852,监视,24
4292,好戏,24
15794,一旁,24
999,冷静,24
4872,招呼,24
4496,处决,24
2030,不信,24
16275,事到如今,24
2797,一丝,24
2687,消失,24
4070,西洋,24
9434,心头,24
1875,一手,24
14555,盛世,24
6323,大漠,24
2995,一股,24
2362,一拥而上,24
2454,伏击,24
291,投入,24
2354,手握,24
325,忠臣,24
1531,混饭吃,24
5263,很长,24
4289,算账,24
441,棺材,24
8339,朱亮祖,24
6016,明白人,24
4860,射箭,24
23906,封信,24
17824,混得,24
7879,个性,24
522,喝酒,24
4487,被迫,24
8945,请求,24
6881,宋濂,24
26456,无聊,23
2422,何人,23
8074,开玩笑,23
7716,合计,23
2529,总有,23
4501,发布,23
7697,享受,23
4238,退出,23
1134,人中,23
11916,关心,23
8700,十八年,23
2259,君子,23
20778,南宫,23
438,痛哭,23
11345,精通,23
8109,一堆,23
38360,上方宝剑,23
8449,凌迟,23
6109,杰出,23
2555,不来,23
13626,位于,23
8919,世袭,23
1593,纵横,23
3319,威望,23
1866,内部,23
10225,提升,23
8505,牢里,23
19621,傻子,23
3365,有何,23
18976,怒吼,23
5265,报仇,23
1267,阻挡,23
257,要钱,23
11105,入侵,23
22901,谢迁,23
38782,关内,23
1971,几千人,23
18579,翻译,23
3491,守卫,23
1996,好汉,23
20204,宴会,23
5061,确切,23
7277,原地,23
4025,人会,23
2045,可不是,23
21576,入狱,23
37696,郑国泰,23
10235,当众,23
1854,城楼,23
10300,收回,23
3173,狠毒,23
5799,十万人,23
1679,第二年,23
9748,无须,23
9500,看准,23
9480,冲入,23
3202,威力,23
114,不好意思,23
1730,挡住,23
5691,广东,23
10288,十岁,23
22798,马文升,23
4048,布阵,23
10697,熟人,23
10283,甘心,23
3245,二十三年,23
5574,跑不掉,23
10462,全家,23
1806,出狱,23
1809,不怕死,23
10832,为国,23
6303,架势,23
852,上司,23
1621,占领,23
8834,这招,23
10789,悲哀,23
6887,面孔,23
26528,没辙,23
35336,小西飞,23
4004,清晰,23
16466,回京,23
13682,来临,23
9945,家属,23
4643,权利,23
3623,进一步,23
10385,算命,23
2209,近乎,23
8441,法律,23
1474,之地,23
7565,太久,23
7615,充满,23
16231,疯狂,23
9908,识字,23
9458,危机,22
862,大功,22
7374,委屈,22
2830,实施,22
4697,得力,22
6567,考生,22
15927,云梯,22
16407,大人物,22
1336,围攻,22
2174,念头,22
4057,来回,22
8384,想来,22
19700,安定门,22
23258,剽悍,22
6286,激战,22
11411,阴谋家,22
2428,共识,22
3310,忠实,22
2805,间谍,22
9546,先辈,22
2625,痛骂,22
8514,流放,22
3964,彭泽,22
6973,转悠,22
7692,直言,22
26135,何心隐,22
8931,公平,22
2172,废物,22
6972,事务,22
81,姓名,22
3255,十七年,22
8920,爵位,22
20839,拍马屁,22
5713,充分发挥,22
12425,所料,22
4138,刚刚开始,22
35240,吴惟忠,22
4143,诸侯,22
5743,奋战,22
8837,恶心,22
1710,江苏,22
36378,邓子龙,22
15980,本雅,22
1555,场面,22
4542,突破口,22
16042,传达,22
1492,投靠,22
21256,神宗,22
26486,闹到,22
3242,二十二年,22
1694,乐观,22
10397,了结,22
11728,不堪设想,22
7008,五天,22
763,万人,22
5598,漫长,22
12587,不动,22
2084,毫不犹豫,22
22319,盟主,22
11241,成本,22
273,抛弃,22
15449,稳固,22
7856,情节,22
19561,杨洪,22
13402,前所未有,22
5972,读过,22
5074,活活,22
4469,小心,22
3869,微不足道,22
4353,军事行动,22
23016,徐经,22
5974,坎坷,22
3544,规模,22
9171,既然如此,22
2034,阵亡,22
8957,释放,22
13525,这倒,22
2041,市场,22
1519,挑战,22
28624,蓟州,22
14327,罢官,22
23118,处分,22
10428,这段,22
329,奥妙,22
3591,温和,22
7026,诗书,22
24519,王勋,22
2064,深知,22
8287,十几天,22
10577,马屁,22
21825,考题,22
5148,交锋,22
6100,家人,22
6803,题目,22
11852,迟迟,22
15840,足足,22
9563,一百多年,22
1905,志向,22
7422,铁券,22
37944,浙党,22
25695,老油条,22
26602,送上去,22
22828,弘治,22
2788,挥舞,22
6326,五千,22
5329,主将,22
3607,守护,22
14542,丢人,22
3360,必有,22
1436,议论,22
13739,失踪,22
4837,受不了,22
2767,突袭,22
27777,接班,22
34,年代,22
7173,已久,22
28149,唐顺之,22
7543,重量级,22
24754,王巡抚,22
7073,违背,22
6733,书籍,22
5171,气节,22
6730,职责,22
917,忍无可忍,22
13045,无名小卒,22
2983,阻拦,21
6630,商辂,21
3962,明日,21
741,领袖,21
2709,一大堆,21
3501,共有,21
3462,鼓励,21
6933,办理,21
3374,狼狈,21
3338,回应,21
7125,俸禄,21
9552,买卖,21
15027,北京城,21
3314,救援,21
745,宿命,21
16639,立太子,21
883,烧掉,21
9470,风声,21
779,客人,21
6624,祖坟,21
15587,头衔,21
3089,起身,21
2686,一战,21
7955,发泄,21
2965,管辖,21
10733,列队,21
1002,义气,21
15230,岛上,21
22371,西厂,21
10521,碗饭,21
811,一脚,21
6650,录取,21
8378,公道,21
26128,学派,21
8760,工具,21
3620,惨重,21
2933,惊慌失措,21
656,才学,21
36970,雒于仁,21
2472,挑衅,21
11104,抬起,21
4290,无关,21
1682,十天,21
14309,恶劣,21
7659,布政使,21
7081,娱乐,21
14342,约定,21
5600,正面,21
20342,密信,21
7365,脑筋,21
7583,审案,21
387,一笔,21
5689,赶尽杀绝,21
484,心灵,21
10306,封号,21
40423,古尔泰,21
8858,斥责,21
8981,破坏,21
6342,看清,21
5723,上万,21
6423,祖先,21
1707,镇江,21
5082,人口,21
4764,赞成,21
4246,行进,21
2366,授予,21
5499,沙漠,21
4444,谈不上,21
4463,庆祝,21
10231,内外,21
1925,湖北,21
6880,学者,21
2977,一夜,21
245,赋税,21
10474,有数,21
4578,老手,21
27493,西苑,21
5344,途中,21
10214,名气,21
211,大官,21
8515,力气,21
2280,同年,21
187,日期,21
11647,地图,21
14163,作好,21
433,无能为力,21
7161,求情,21
21775,这群,21
14211,人品,21
12813,参政,21
12795,几条,21
19560,郭登,21
29330,进犯,21
2208,尴尬,21
34774,柳成龙,21
10862,战功,21
11861,没多久,21
29248,东南,21
1466,惊天动地,21
37373,三王,21
2091,船上,21
5994,第三个,21
337,实行,21
6013,干起,21
10390,副将,21
11823,报信,21
29754,汪老板,21
6407,大有,21
45,来源,21
2117,矛头,21
1223,落榜,21
4080,击破,21
7024,极高,21
4905,照顾,21
5950,固守,21
8186,第一号,21
4109,杀敌,21
5003,南宋,21
4876,攻陷,21
14824,百官,21
7304,过分,21
24343,钱宁,21
2391,阴影,21
10355,电视剧,21
10797,隐忍,21
8894,冤枉,21
35936,蔚山,21
38156,叶赫部,21
4975,招抚,21
7253,自此,21
2093,打交道,20
5211,差距,20
344,主持,20
701,带走,20
10174,保卫,20
700,男人,20
39193,代善,20
1939,宣传,20
2731,守住,20
26827,木偶,20
39197,多尔衮,20
3484,功绩,20
7110,封为,20
5038,缺德,20
23113,案子,20
21507,吴瑾,20
34808,炮弹,20
7179,很强,20
10480,指令,20
2017,反攻,20
30479,台州,20
16798,好奇,20
11512,资源,20
16753,督师,20
10079,成法,20
13390,交战,20
9615,覆灭,20
4936,调查,20
13369,领悟,20
13353,无可奈何,20
7038,绝技,20
10077,口中,20
10144,磨砺,20
1986,抵挡,20
13627,使出,20
8630,私下,20
1238,长安,20
10754,发话,20
27775,出阁,20
3383,六十万,20
12297,无能,20
90,学历,20
3144,贡献,20
5844,动静,20
3135,只管,20
35426,西城,20
11177,不慌不忙,20
6237,头脑,20
8540,为难,20
69,痛恨,20
12171,击退,20
1625,人马,20
12093,挽回,20
855,开刀,20
6675,三品,20
3080,境界,20
18225,怀着,20
10866,不服气,20
6863,久而久之,20
11135,建文,20
7025,饱读,20
812,寺庙,20
7213,小官,20
6086,天地,20
7245,放松,20
10851,十五岁,20
1488,下岗,20
1687,摆脱,20
782,忍受,20
5770,大将军,20
13637,怪事,20
9038,翻身,20
1919,祠堂,20
3369,打断,20
3368,大喝一声,20
7429,这张,20
7878,重用,20
7418,拉拢,20
5395,可能性,20
12925,纪念,20
20123,寂静,20
18489,行贿,20
10672,不花,20
9539,辜负,20
22302,监派,20
2821,迎战,20
3265,只能靠,20
12729,十个,20
12684,打架,20
10271,出使,20
879,千户,20
12497,奔逃,20
876,彻底改变,20
35223,杨元,20
10308,铁岭,20
1721,外地,20
6682,员外郎,20
13633,要论,20
4601,丧失,20
7166,以此,20
23814,书院,20
7052,苦头,20
2328,见过,20
1088,孙德崖,20
489,心底,20
3898,旗舰,20
3732,大喜,20
9655,粗人,20
36183,顺天,20
3913,小时,20
2499,专家,20
4693,密谋,20
7767,违反,20
40246,孙元化,20
3935,我来,20
11301,帽子,20
4751,赶出,20
18858,力挽狂澜,20
4137,僵持,20
7154,罪行,20
2321,惨败,20
1162,重兵,20
